,shots,val_acc,val_conf,test_acc,test_conf,val_acc_me1,val_conf_me1,test_acc_me1,test_conf_me1,val_acc_me2,val_conf_me2,test_acc_me2,test_conf_me2,val_acc_me3,val_conf_me3,test_acc_me3,test_conf_me3,val_acc_me4,val_conf_me4,test_acc_me4,test_conf_me4,val_acc_me5,val_conf_me5,test_acc_me5,test_conf_me5,val_acc_me6,val_conf_me6,test_acc_me6,test_conf_me6,val_acc_me7,val_conf_me7,test_acc_me7,test_conf_me7,val_acc_me8,val_conf_me8,test_acc_me8,test_conf_me8,val_acc_me9,val_conf_me9,test_acc_me9,test_conf_me9,val_acc_med,val_conf_med,test_acc_med,test_conf_med,val_acc_lin,val_conf_lin,test_acc_lin,test_conf_lin,val_nld,val_conf_nld,test_nld,test_conf_nld,val_mse,val_conf_mse,test_mse,test_conf_mse,val_svm,val_conf_svm,test_svm,test_conf_svm,val_mvm,val_conf_mvm,test_mvm,test_conf_mvm
0,5,0.7748801,0.00564610138126409,0.83842677,0.004878446703148742,0.7752802,0.005603573449707966,0.8381334,0.004934618021835924,0.7721201,0.005637994313927086,0.8358534,0.004953000229029114,0.7662535,0.005720706165089018,0.83178675,0.00502454800751273,0.7585602,0.005817827501850226,0.82553345,0.005086830566182643,0.7484935,0.005894283113078158,0.81716007,0.005224911618467054,0.7373334,0.006005374317752277,0.80785346,0.0053194012522918,0.7251601,0.006167294470298956,0.79709345,0.00543926403044892,0.71296006,0.006299010763577528,0.7856668,0.005573155784779238,0.6999601,0.00641305876662035,0.77325344,0.005683115620407242,0.6870534,0.006477079015788645,0.7604534,0.0058102150044105905,0.76440006,0.005403745045579944,0.8334268,0.004811558318002396,4.6127033,0.011624471536124226,4.732105,0.012374908162706255,0.151297,0.0012828259976787604,0.13517272,0.0011086010522960987,,,,,,,,
1,80,0.85901344,0.003991904071389163,0.90226674,0.003591912008468978,0.8555468,0.004059145258964558,0.89998674,0.0036615503130724703,0.85074675,0.004151061836329961,0.8954801,0.0037703734691464375,0.8435201,0.004285245899479206,0.8892134,0.003937850952626554,0.8347068,0.004399000670136433,0.88144004,0.004094517396749153,0.82524014,0.004575878445040926,0.8730668,0.004281678161825675,0.81498677,0.0047788174213710954,0.8641334,0.004422134165540603,0.80469346,0.004898585533954947,0.8549601,0.004571361280955144,0.79412013,0.0050016370916515784,0.84586674,0.004737423629560866,0.78409344,0.005115774680651497,0.83670676,0.004846527318979943,0.77457345,0.0051874711533526074,0.8284134,0.004939425185824131,0.87526673,0.0036500479841385935,0.91526675,0.0033851633200443487,109.7485,0.18994600541356021,112.3111,0.15900569785813445,0.08720073,0.0012851350295454561,0.069869846,0.001199503091786111,,,,,,,,
