,shots,val_acc,val_conf,test_acc,test_conf,val_acc_me1,val_conf_me1,test_acc_me1,test_conf_me1,val_acc_me2,val_conf_me2,test_acc_me2,test_conf_me2,val_acc_me3,val_conf_me3,test_acc_me3,test_conf_me3,val_acc_me4,val_conf_me4,test_acc_me4,test_conf_me4,val_acc_me5,val_conf_me5,test_acc_me5,test_conf_me5,val_acc_me6,val_conf_me6,test_acc_me6,test_conf_me6,val_acc_me7,val_conf_me7,test_acc_me7,test_conf_me7,val_acc_me8,val_conf_me8,test_acc_me8,test_conf_me8,val_acc_me9,val_conf_me9,test_acc_me9,test_conf_me9,val_acc_med,val_conf_med,test_acc_med,test_conf_med,val_acc_maj,val_conf_maj,test_acc_maj,test_conf_maj,val_acc_lin,val_conf_lin,test_acc_lin,test_conf_lin,val_nld,val_conf_nld,test_nld,test_conf_nld,val_mse,val_conf_mse,test_mse,test_conf_mse,val_svm,val_conf_svm,test_svm,test_conf_svm,val_mvm,val_conf_mvm,test_mvm,test_conf_mvm
0,5,0.55524,0.005490617564132272,0.59422666,0.006087876519303093,0.55484,0.005501170235742259,0.59404004,0.006096947790137475,0.5546667,0.005517224593399872,0.5937467,0.006096602838024157,0.5540933,0.0055145448650018025,0.5933867,0.006119598722009623,0.55358666,0.005525250386878899,0.59324,0.006116356541571388,0.55297333,0.005527330720574097,0.5928401,0.006132468160356286,0.5525867,0.0055507546776638605,0.5922001,0.006121653657624182,0.55216,0.005547637640495706,0.59180003,0.00616205646250656,0.55153334,0.0055398390443925916,0.5912134,0.006193369525223202,0.5511067,0.00553492151419932,0.5908667,0.006187685434778323,0.5504934,0.005530505480652814,0.59052,0.006187448539953566,0.5571733,0.005503395569388725,0.5942667,0.006086393733177653,0.55792,0.005426503572957264,0.59362674,0.0060128542833893794,5.102918,0.013268766365253093,4.9837275,0.012099592968680462,0.19884416,0.000936188375412178,0.18822841,0.001104205221768212,,,,,,,,
