,shots,val_acc,val_conf,test_acc,test_conf,val_acc_me1,val_conf_me1,test_acc_me1,test_conf_me1,val_acc_me2,val_conf_me2,test_acc_me2,test_conf_me2,val_acc_me3,val_conf_me3,test_acc_me3,test_conf_me3,val_acc_me4,val_conf_me4,test_acc_me4,test_conf_me4,val_acc_me5,val_conf_me5,test_acc_me5,test_conf_me5,val_acc_me6,val_conf_me6,test_acc_me6,test_conf_me6,val_acc_me7,val_conf_me7,test_acc_me7,test_conf_me7,val_acc_me8,val_conf_me8,test_acc_me8,test_conf_me8,val_acc_me9,val_conf_me9,test_acc_me9,test_conf_me9,val_acc_med,val_conf_med,test_acc_med,test_conf_med,val_acc_maj,val_conf_maj,test_acc_maj,test_conf_maj,val_acc_lin,val_conf_lin,test_acc_lin,test_conf_lin,val_nld,val_conf_nld,test_nld,test_conf_nld,val_mse,val_conf_mse,test_mse,test_conf_mse,val_svm,val_conf_svm,test_svm,test_conf_svm,val_mvm,val_conf_mvm,test_mvm,test_conf_mvm
0,5,0.7273601,0.0056490521764499535,0.72209346,0.005528511038648376,0.72852015,0.0056345955889555155,0.72294676,0.005531218474043587,0.7293601,0.0056535217768575174,0.7238934,0.005543229457264931,0.73000014,0.005671407567020226,0.7244934,0.005534139253315917,0.7306134,0.005663741502719644,0.72492015,0.005529653952276781,0.7309067,0.005680643694487064,0.7251201,0.005522212776435498,0.73129344,0.00569558931047931,0.7252534,0.005530638012455347,0.73198676,0.005713756326662156,0.7256668,0.005517496583754222,0.73232013,0.005719223378963467,0.7259201,0.005497916048938678,0.7324668,0.005739063897768126,0.72617346,0.005515529848746925,0.7329201,0.005732106670808701,0.72654676,0.005533922215172349,0.7283734,0.005609726250186298,0.72144014,0.005476080164563135,0.7108267,0.005707642777762922,0.70473343,0.005691170044449745,4.74407,0.01168717062331659,4.7196183,0.011382474006052412,0.16723071,0.0011266590876237992,0.16900492,0.0010378186796059785,,,,,,,,
